cd_cnpj,(DIVISÃO - 2digitos CNAE),nu_ordem,cd_ramo_atividade,CNAE Total.de_ramo_atividade
10443721000120,10,0,2330302,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
10443721000120,10,1,4742300,ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE
10443721000120,10,2,4744003,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
10443721000120,10,3,4744005,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
10443721000120,10,4,4930202,LOCACAO DE AUTOMOVEIS SEM CONDUTOR
10444442000180,10,0,5611202,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
10444442000180,10,1,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
10444534000160,10,0,8112500,CONDOMINIOS PREDIAIS
10444692000110,10,0,111302,CULTIVO DE MILHO
10444692000110,10,1,115600,CRIACAO DE BOVINOS PARA CORTE
10448944000180,10,0,4755502,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
10452012000100,10,0,7490103,"REGULACAO DAS ATIVIDADES DE SAUDE, EDUCACAO, SERVICOS CULTURAIS E OUTROS SERVICOS SOCIAIS"
10454808000100,10,0,4721104,"COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES"
10454808000100,10,1,4723700,COMERCIO VAREJISTA DE BEBIDAS
10454808000100,10,2,5611201,RESTAURANTES E SIMILARES
10454808000100,10,3,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
10455730000130,10,0,2330302,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
10455730000130,10,1,2330399,"FABRICACAO DE OUTROS ARTEFATOS E PRODUTOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES"
10455730000130,10,2,4213800,"OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS"
10455730000130,10,3,4292801,"ALUGUEL DE MOVEIS, UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL, INSTRUMENTOS MUSICAIS"
10455730000130,10,4,4744099,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
10455754000190,10,0,1031700,COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS
10455754000190,10,1,1032599,COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS
10455754000190,10,2,1094500,COMERCIO VAREJISTA DE BEBIDAS
10455754000190,10,3,4721103,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
10455754000190,10,4,4724500,COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS
10455835000190,10,0,4520002,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
10456773000130,10,0,4744099,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
10456773000130,10,1,4751200,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
10456773000130,10,2,4753900,COMERCIO VAREJISTA DE MOVEIS
10456773000130,10,3,4761003,COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA
10456773000130,10,4,4789005,ATIVIDADES PAISAGISTICAS
10458986000100,10,0,4613300,"REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MADEIRA, MATERIAL DE CONSTRUCAO E FERRAGENS"
10461493000110,10,0,4321500,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
10461493000110,10,1,4742300,ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE
10461592000100,10,0,6619302,ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS
10461592000100,10,1,6619399,OUTRAS ATIVIDADES AUXILIARES DOS SERVICOS FINANCEIROS NAO ESPECIFICADAS ANTERIORMENTE
10461592000100,10,2,8291100,ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS
10462200000110,10,0,8541400,ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE EXAMES COMPLEMENTARES
10462200000110,10,1,8599604,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL
10463695000100,10,0,4930202,LOCACAO DE AUTOMOVEIS SEM CONDUTOR
10463695000100,10,1,4930204,TRANSPORTE RODOVIARIO DE MUDANCAS
10464049000230,10,0,4743100,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE
10464049000230,10,1,4754701,COMERCIO VAREJISTA DE MOVEIS
10469156000170,10,0,1412601,"CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA"
10469156000170,10,1,1521100,"COMERCIO ATACADISTA DE BOLSAS, MALAS E ARTIGOS DE VIAGEM"
10469156000170,10,2,4763602,COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS
10469156000170,10,3,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
10469156000170,10,4,4782202,ATIVIDADES DE VIGILANCIA E SEGURANCA PRIVADA
10471521000180,10,0,8299799,OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE
10473828000110,10,0,4221903,ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA ESCRITORIOS
10473828000110,10,1,4322301,COMERCIO VAREJISTA DE MATERIAIS HIDRAULICOS
10473828000110,10,2,6204000,CONSULTORIA EM TECNOLOGIA DA INFORMACAO
10473828000110,10,3,7733100,COMERCIO ATACADISTA DE SUPRIMENTOS PARA INFORMATICA
10473828000110,10,4,8599603,REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS
10477241000180,10,0,1412601,"CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA"
10477241000180,10,1,1412603,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO"
10477241000180,10,2,1413401,"CONFECCAO DE ROUPAS PROFISSIONAIS, EXCETO SOB MEDIDA"
10477241000180,10,3,1413403,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
10477241000180,10,4,8211300,SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO
10478694000120,10,0,111302,CULTIVO DE MILHO
10478694000120,10,1,151201,CRIACAO DE BOVINOS PARA CORTE
10480447000240,10,0,4755502,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
10480447000240,10,1,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
10480447000240,10,2,4782202,ATIVIDADES DE VIGILANCIA E SEGURANCA PRIVADA
10480548000130,10,0,4110700,COMPRA E VENDA DE IMOVEIS PROPRIOS
10480548000130,10,1,4616800,"REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE TEXTEIS, VESTUARIO, CALCADOS E ARTIGOS DE VIAGEM"
10480548000130,10,2,6810201,ALUGUEL DE IMOVEIS PROPRIOS
10480548000130,10,3,6810202,ALUGUEL DE IMOVEIS PROPRIOS
10481385000100,10,0,4671100,COMERCIO ATACADISTA DE MADEIRA E PRODUTOS DERIVADOS
10481385000100,10,1,4744002,COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS
10481924000100,10,0,4741500,COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA
10481924000100,10,1,4744001,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
10481924000100,10,2,4744099,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
10485070000130,10,0,810002,"APARELHAMENTO DE PLACAS E EXECUCAO DE TRABALHOS EM MARMORE, GRANITO, ARDOSIA E OUTRAS PEDRAS"
10485070000130,10,1,810003,EXTRACAO DE GRANITO E BENEFICIAMENTO ASSOCIADO
10485070000130,10,2,2391503,"APARELHAMENTO DE PLACAS E EXECUCAO DE TRABALHOS EM MARMORE, GRANITO, ARDOSIA E OUTRAS PEDRAS"
10500306000160,10,0,8650003,ATIVIDADES DE FONOAUDIOLOGIA
10500306000160,10,1,8650005,"ATIVIDADES DE ASSISTENCIA PSICOSSOCIAL E A SAUDE A PORTADORES DE DISTURBIOS PSIQUICOS, DEFICIENCIA MENTAL E DEPENDENCIA QUIMICA NAO ESPECIFICADAS ANTERIORMENTE"
10500306000160,10,2,8650006,ATIVIDADES DE FONOAUDIOLOGIA
10500306000160,10,3,8690999,OUTRAS ATIVIDADES DE ATENCAO A SAUDE HUMANA NAO ESPECIFICADAS ANTERIORMENTE
10504326000100,10,0,4120400,CONSTRUCAO DE EDIFICIOS
10508938000170,10,0,4520001,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
10508938000170,10,1,4530703,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
10512944000100,10,0,4530701,COMERCIO POR ATACADO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
10512944000100,10,1,5611202,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
10514795000100,10,0,4771701,"COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS"
1051495000140,10,0,4619200,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO
10519119000390,10,0,4712100,COMERCIO VAREJISTA DE BEBIDAS
10519119000390,10,1,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
10521239000160,10,0,8211300,SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO
10521618000150,10,0,8630503,ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS
10521618000150,10,1,8640202,LABORATORIOS CLINICOS
10521765000120,10,0,1412601,"CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA"
10521765000120,10,1,4642701,"COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA"
10521765000120,10,2,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
10521867000650,10,0,113000,CRIACAO DE BOVINOS PARA CORTE
10521867000650,10,1,151203,"CRIACAO DE BOVINOS, EXCETO PARA CORTE E LEITE"
10521867000650,10,2,6810202,ALUGUEL DE IMOVEIS PROPRIOS
10524113000140,10,0,4755502,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
10524113000140,10,1,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
10524113000140,10,2,4782201,COMERCIO VAREJISTA DE CALCADOS
10526712000100,10,0,7719599,"LOCACAO DE OUTROS MEIOS DE TRANSPORTE NAO ESPECIFICADOS ANTERIORMENTE, SEM CONDUTOR"
10526712000100,10,1,7732201,"REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MAQUINAS, EQUIPAMENTOS, EMBARCACOES E AERONAVES"
1052752000240,10,0,8599601,FORMACAO DE CONDUTORES
10527706000160,10,0,210107,EXTRACAO DE MADEIRA EM FLORESTAS NATIVAS
10527706000160,10,1,4671100,COMERCIO ATACADISTA DE MADEIRA E PRODUTOS DERIVADOS
10527706000160,10,2,4744002,COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS
10527706000160,10,3,4930201,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL"
10527706000160,10,4,4930202,LOCACAO DE AUTOMOVEIS SEM CONDUTOR
10528326000140,10,0,1091102,FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA
10528326000140,10,1,4721103,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
10528326000140,10,2,4721104,"COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES"
10530380000120,10,0,4120400,CONSTRUCAO DE EDIFICIOS
10530380000120,10,1,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS
10530380000120,10,2,4679699,COMERCIO ATACADISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
10530380000120,10,3,4711302,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS"
10530380000120,10,4,4924800,TRANSPORTE ESCOLAR
10532571000120,10,0,139306,CULTIVO DE SERINGUEIRA
10532985000150,10,0,6462000,HOLDINGS DE INSTITUICOES NAOFINANCEIRAS
10532985000150,10,1,6612601,HOLDINGS DE INSTITUICOES NAOFINANCEIRAS
10532985000150,10,2,8211300,SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO
10537535000150,10,0,8512100,EDUCACAO INFANTIL  PREESCOLA
10537535000150,10,1,8513900,ENSINO FUNDAMENTAL
10537535000150,10,2,8520100,ENSINO MEDIO
10538510000170,10,0,4729601,TABACARIA
10544001000150,10,0,4120400,CONSTRUCAO DE EDIFICIOS
10544001000150,10,1,4211101,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
10544001000150,10,2,4211102,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS
10544001000150,10,3,4212000,CONSTRUCAO DE OBRAS DE ARTE ESPECIAIS
10544001000150,10,4,4213800,"OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS"
10545826000190,10,0,8112500,CONDOMINIOS PREDIAIS
10546983000110,10,0,4399103,OBRAS DE ALVENARIA
10547364000220,10,0,5223100,ESTACIONAMENTO DE VEICULOS
10548019000120,10,0,8219901,FOTOCOPIAS
10548019000120,10,1,8299706,CASAS LOTERICAS
1054930000190,10,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
1054930000190,10,1,9493600,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
1054930000190,10,2,9499500,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
10549901000190,10,0,131800,CULTIVO DE LARANJA
10551900000180,10,0,4772500,"ALUGUEL DE MOVEIS, UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL, INSTRUMENTOS MUSICAIS"
10551900000180,10,1,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
10551900000180,10,2,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS"
10551900000180,10,3,7739099,"ALUGUEL DE OUTRAS MAQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NAO ESPECIFICADOS ANTERIORMENTE, SEM OPERADOR"
10551900000180,10,4,9319101,PRODUCAO E PROMOCAO DE EVENTOS ESPORTIVOS
10552095000100,10,0,8020001,ATIVIDADES DE MONITORAMENTO DE SISTEMAS DE SEGURANCA ELETRONICO
10553201000170,10,0,4712100,COMERCIO VAREJISTA DE BEBIDAS
10553201000170,10,1,4723700,COMERCIO VAREJISTA DE BEBIDAS
10555611000150,10,0,116401,CULTIVO DE AMENDOIM
10557664000100,10,0,5611202,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
10557664000100,10,1,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
10562134000150,10,0,4741500,COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA
10562134000150,10,1,4744001,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
10562134000150,10,2,4744099,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
10567920000140,10,0,8650003,ATIVIDADES DE FONOAUDIOLOGIA
10568518000180,10,0,4755502,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
10568518000180,10,1,4763601,COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS
10568518000180,10,2,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
10572071055600,10,0,8512100,EDUCACAO INFANTIL  PREESCOLA
10572071102110,10,0,8512100,EDUCACAO INFANTIL  PREESCOLA
10572071154500,10,0,8512100,EDUCACAO INFANTIL  PREESCOLA
10572071173300,10,0,8512100,EDUCACAO INFANTIL  PREESCOLA
10573096000130,10,0,4541205,COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS
10573096000130,10,1,4543900,MANUTENCAO E REPARACAO DE MOTOCICLETAS E MOTONETAS
10576750000160,10,0,4321500,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
10576750000160,10,1,4742300,ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE
10578816000150,10,0,4649408,"COMERCIO ATACADISTA DE PRODUTOS DE HIGIENE, LIMPEZA E CONSERVACAO DOMICILIAR"
10578816000150,10,1,5812301,ATIVIDADES DE GRAVACAO DE SOM E DE EDICAO DE MUSICA
10578816000150,10,2,5813100,EDICAO DE REVISTAS
10581860000110,10,0,8430200,SEGURIDADE SOCIAL OBRIGATORIA
10583295000120,10,0,4923002,OPERADORES TURISTICOS
10583295000120,10,1,4924800,TRANSPORTE ESCOLAR
10585102000170,10,0,4724500,COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS
10585124000130,10,0,4761003,COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA
10585124000130,10,1,8219901,FOTOCOPIAS
10599030000110,10,0,4754702,COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA
10599030000110,10,1,4759899,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
10599810000160,10,0,4721102,PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA
10601697000100,10,0,4721103,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
10601697000100,10,1,4722901,COMERCIO VAREJISTA DE CARNES  ACOUGUES
10604937000120,10,0,4751200,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
10604937000120,10,1,4761003,COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA
10604937000120,10,2,9511800,REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS
1060651000130,10,0,8630504,ATIVIDADE ODONTOLOGICA
10607945000120,10,0,4754701,COMERCIO VAREJISTA DE MOVEIS
10607945000120,10,1,4754702,COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA
10607945000120,10,2,4759899,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
10607945000120,10,3,7319002,PROMOCAO DE VENDAS
10611493000150,10,0,1811302,"IMPRESSAO DE LIVROS, REVISTAS E OUTRAS PUBLICACOES PERIODICAS"
10611493000150,10,1,1812100,"IMPRESSAO DE LIVROS, REVISTAS E OUTRAS PUBLICACOES PERIODICAS"
10611493000150,10,2,1813001,"FABRICACAO DE LETRAS, LETREIROS E PLACAS DE QUALQUER MATERIAL, EXCETO LUMINOSOS"
10611493000150,10,3,1821100,SERVICOS DE PREIMPRESSAO
10611493000150,10,4,4647801,COMERCIO ATACADISTA DE ARTIGOS DE ESCRITORIO E DE PAPELARIA
10618339000100,10,0,4930202,LOCACAO DE AUTOMOVEIS SEM CONDUTOR
10620360000140,10,0,4541205,COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS
10620689000100,10,0,4120400,CONSTRUCAO DE EDIFICIOS
10620689000100,10,1,4744002,COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS
10620689000100,10,2,4744099,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
10621830000190,10,0,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS
10624069000140,10,0,119999,CULTIVO DE OUTRAS PLANTAS DE LAVOURA TEMPORARIA NAO ESPECIFICADAS ANTERIORMENTE
10624069000140,10,1,133402,CULTIVO DE BANANA
10624378000110,10,0,4751200,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
10624378000110,10,1,4753900,COMERCIO VAREJISTA DE MOVEIS
10624378000110,10,2,4754701,COMERCIO VAREJISTA DE MOVEIS
10624378000110,10,3,4754702,COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA
10624378000110,10,4,4757100,"COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO"
10624696000180,10,0,5611201,RESTAURANTES E SIMILARES
10628175000100,10,0,4712100,COMERCIO VAREJISTA DE BEBIDAS
10628512000150,10,0,4712100,COMERCIO VAREJISTA DE BEBIDAS
10628512000150,10,1,4713002,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
10628512000150,10,2,4729699,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
10631843000140,10,0,4520007,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
10631843000140,10,1,4530703,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
10632404002790,10,0,9491000,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS
10632490000100,10,0,4520006,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
10632490000100,10,1,4530705,COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR
10633776000100,10,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
10633776000100,10,1,9493600,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
10636404000120,10,0,4322302,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
10636404000120,10,1,4530703,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
10636404000120,10,2,4742300,ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE
10636404000120,10,3,4751200,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
10636404000120,10,4,4752100,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO
10638137000120,10,0,4743100,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE
10638679000100,10,0,113000,CRIACAO DE BOVINOS PARA CORTE
10638679000100,10,1,4611700,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MATERIASPRIMAS AGRICOLAS E ANIMAIS VIVOS
10638679000100,10,2,4623199,COMERCIO ATACADISTA DE MATERIASPRIMAS AGRICOLAS NAO ESPECIFICADAS ANTERIORMENTE
10640884000100,10,0,3313901,COMERCIO VAREJISTA DE MATERIAIS HIDRAULICOS
10640884000100,10,1,4752100,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO
10640884000100,10,2,9512600,REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO
10642198000160,10,0,4723700,COMERCIO VAREJISTA DE BEBIDAS
10642198000160,10,1,5611201,RESTAURANTES E SIMILARES
10642198000160,10,2,5611202,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
10642198000160,10,3,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
10643177000160,10,0,8011101,ATIVIDADES DE VIGILANCIA E SEGURANCA PRIVADA
10643177000160,10,1,8121400,ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE
10646049000170,10,0,4930202,LOCACAO DE AUTOMOVEIS SEM CONDUTOR
10646049000170,10,1,4930203,ARMAZENS GERAIS  EMISSAO DE WARRANT
10646049000170,10,2,5212500,CARGA E DESCARGA
10646049000170,10,3,7711000,LOCACAO DE AUTOMOVEIS SEM CONDUTOR
10646049000170,10,4,7719599,"LOCACAO DE OUTROS MEIOS DE TRANSPORTE NAO ESPECIFICADOS ANTERIORMENTE, SEM CONDUTOR"
10646847000100,10,0,4729699,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
10646847000100,10,1,5611201,RESTAURANTES E SIMILARES
10652281000110,10,0,4672900,COMERCIO ATACADISTA DE CIMENTO
10652281000110,10,1,4744001,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
10652281000110,10,2,7319002,PROMOCAO DE VENDAS
10652281000110,10,3,7319003,MARKETING DIRETO
10654855000190,10,0,6201501,CONSULTORIA EM TECNOLOGIA DA INFORMACAO
10654855000190,10,1,6311900,"TRATAMENTO DE DADOS, PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET"
1065563000120,10,0,8512100,EDUCACAO INFANTIL  PREESCOLA
1065563000120,10,1,8513900,ENSINO FUNDAMENTAL
10655933000170,10,0,6810201,ALUGUEL DE IMOVEIS PROPRIOS
10655933000170,10,1,6810202,ALUGUEL DE IMOVEIS PROPRIOS
10658998000170,10,0,4399199,SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE
10658998000170,10,1,4743100,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE
10659929000180,10,0,4930202,LOCACAO DE AUTOMOVEIS SEM CONDUTOR
10664042000180,10,0,3250706,ATIVIDADE ODONTOLOGICA
10664524000130,10,0,4120400,CONSTRUCAO DE EDIFICIOS
10664524000130,10,1,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS
10664524000130,10,2,4321500,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
10664524000130,10,3,4330404,SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
10664524000130,10,4,4399102,ALUGUEL DE ANDAIMES
10666577000190,10,0,6821801,CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS
10666577000190,10,1,6821802,CORRETAGEM NO ALUGUEL DE IMOVEIS
10666577000190,10,2,6822600,GESTAO E ADMINISTRACAO DA PROPRIEDADE IMOBILIARIA
10667565000180,10,0,8599601,FORMACAO DE CONDUTORES
10669103000100,10,0,4771701,"COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS"
10669103000100,10,1,4772500,"ALUGUEL DE MOVEIS, UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL, INSTRUMENTOS MUSICAIS"
10673665000110,10,0,8121400,ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE
10673665000110,10,1,8129000,ATIVIDADES DE CONDICIONAMENTO FISICO
10679567000190,10,0,4713002,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
